GeneName	GeneID	WT_R	WT_L	MDX_R	MDX_L
Clmn	ENSMUSG00000021097	2.935	1.235	0.31	0.323
4930447C04Rik	ENSMUSG00000021098	0.0	0.075	0.493	0.013
Glrx5	ENSMUSG00000021102	41.46	63.895	122.178	152.274
Mnat1	ENSMUSG00000021103	12.64	9.955	14.126	16.78
Prkch	ENSMUSG00000021108	9.78	12.385	13.124	13.573
Hif1a	ENSMUSG00000021109	113.63	80.725	95.804	91.022
Papola	ENSMUSG00000021111	135.155	109.195	119.527	109.227
Mpp5	ENSMUSG00000021112	17.755	14.94	13.177	13.057
Snapc1	ENSMUSG00000021113	10.685	8.585	11.275	11.718
Atp6v1d	ENSMUSG00000021114	32.715	45.06	40.889	50.629
Vrk1	ENSMUSG00000021115	11.21	9.855	11.695	15.265
Eif2s1	ENSMUSG00000021116	40.52	40.46	53.253	65.668
Plek2	ENSMUSG00000021118	0.3	0.81	0.879	0.926
Pigh	ENSMUSG00000021120	7.61	7.145	6.717	6.017
Rdh12	ENSMUSG00000021123	0.325	1.14	0.739	1.172
Vti1b	ENSMUSG00000021124	80.25	101.87	106.257	96.24
Arg2	ENSMUSG00000021125	0.88	3.655	1.339	2.874
Zfp36l1	ENSMUSG00000021127	62.29	48.61	37.349	33.743
Galnt16	ENSMUSG00000021130	5.555	3.875	3.876	2.831
Erh	ENSMUSG00000021131	196.19	151.995	325.774	450.219
Susd6	ENSMUSG00000021133	17.365	21.92	18.332	23.077
Srsf5	ENSMUSG00000021134	400.26	325.48	165.315	182.727
Slc10a1	ENSMUSG00000021135	0.64	0.29	0.123	0.16
Smoc1	ENSMUSG00000021136	1.54	1.965	0.659	0.476
Gm20498	ENSMUSG00000021139	2.23	4.33	3.477	5.018
Pcnx	ENSMUSG00000021140	1.585	3.645	1.119	1.868
Pacs2	ENSMUSG00000021143	5.63	6.435	5.641	7.955
Mta1	ENSMUSG00000021144	5.13	5.34	6.29	9.217
Wdr37	ENSMUSG00000021147	15.75	11.55	7.722	7.942
Gtpbp4	ENSMUSG00000021149	57.36	52.835	47.186	58.122
Zmynd11	ENSMUSG00000021156	120.95	100.08	82.274	86.25
Esyt2	ENSMUSG00000021171	32.115	29.95	26.713	27.07
Cdca7l	ENSMUSG00000021175	3.32	2.515	6.324	8.501
Efcab11	ENSMUSG00000021176	0.43	0.775	1.002	1.522
Tdp1	ENSMUSG00000021177	6.385	14.945	14.505	19.214
Psmc1	ENSMUSG00000021178	71.145	101.6	135.731	177.392
Nrde2	ENSMUSG00000021179	0.815	2.26	1.752	2.041
Rps6ka5	ENSMUSG00000021180	6.28	6.58	1.968	2.351
Ccdc88c	ENSMUSG00000021182	1.225	1.625	2.371	2.637
9030617O03Rik	ENSMUSG00000021185	3.535	4.035	9.607	14.162
Fbln5	ENSMUSG00000021186	26.265	20.375	28.838	21.402
Tc2n	ENSMUSG00000021187	2.575	2.125	1.888	0.866
Trip11	ENSMUSG00000021188	28.925	26.455	16.24	13.736
Atxn3	ENSMUSG00000021189	11.665	10.73	8.228	7.486
Lgmn	ENSMUSG00000021190	25.86	39.2	66.45	129.467
Golga5	ENSMUSG00000021192	22.91	17.9	18.188	19.447
Pitrm1	ENSMUSG00000021193	30.11	25.735	34.735	45.085
Chga	ENSMUSG00000021194	0.0	0.0	0.949	2.464
Pfkp	ENSMUSG00000021196	40.83	66.355	52.151	59.514
Asb2	ENSMUSG00000021200	10.92	16.995	9.607	11.888
Otub2	ENSMUSG00000021203	1.515	2.07	1.788	2.161
Ppp4r4	ENSMUSG00000021209	0.54	0.67	0.659	1.139
Akr1c12	ENSMUSG00000021211	0.24	0.725	0.46	0.43
Akr1c13	ENSMUSG00000021213	2.395	2.505	2.258	4.609
Akr1c18	ENSMUSG00000021214	0.0	1.315	0.733	0.01
Net1	ENSMUSG00000021215	20.815	19.66	24.282	25.005
Tshz3	ENSMUSG00000021217	2.43	3.825	2.934	3.177
Gdi2	ENSMUSG00000021218	185.105	251.86	292.957	314.205
Rgs6	ENSMUSG00000021219	2.3	0.95	0.826	0.989
Dpf3	ENSMUSG00000021221	0.375	0.98	0.726	0.683
Dcaf4	ENSMUSG00000021222	2.725	7.505	6.58	8.119
Papln	ENSMUSG00000021223	0.195	0.93	0.779	0.663
Numb	ENSMUSG00000021224	24.01	22.31	19.933	18.748
Acot2	ENSMUSG00000021226	0.845	0.445	0.593	0.596
Fam161b	ENSMUSG00000021234	0.99	0.585	0.47	0.37
Coq6	ENSMUSG00000021235	6.725	14.1	19.194	23.433
Entpd5	ENSMUSG00000021236	4.205	6.95	6.144	5.431
Aldh6a1	ENSMUSG00000021238	63.445	49.94	28.282	23.583
Abcd4	ENSMUSG00000021240	3.825	5.18	10.147	11.485
Isca2	ENSMUSG00000021241	29.885	38.805	41.518	36.737
Npc2	ENSMUSG00000021242	25.245	37.515	37.902	44.712
Fcf1	ENSMUSG00000021243	120.45	103.08	165.251	185.315
Ylpm1	ENSMUSG00000021244	6.785	4.89	3.663	4.252
Mlh3	ENSMUSG00000021245	3.265	4.28	3.15	2.764
Tmed10	ENSMUSG00000021248	103.25	110.535	98.491	101.139
Fos	ENSMUSG00000021250	1229.175	1106.7	1154.171	584.362
0610007P14Rik	ENSMUSG00000021252	11.695	9.76	13.007	14.266
Tgfb3	ENSMUSG00000021253	40.855	35.385	47.935	40.343
Gpatch2l	ENSMUSG00000021254	4.77	4.09	2.884	3.856
Angel1	ENSMUSG00000021257	1.41	2.62	1.835	1.785
Ccnk	ENSMUSG00000021258	1.645	1.46	0.852	0.939
Cyp46a1	ENSMUSG00000021259	0.04	0.305	0.503	0.872
Hhipl1	ENSMUSG00000021260	0.24	0.34	0.929	0.939
Evl	ENSMUSG00000021262	3.72	5.09	5.211	7.932
Degs2	ENSMUSG00000021263	0.925	0.325	0.47	0.746
Yy1	ENSMUSG00000021264	4.555	3.19	3.696	4.059
Slc25a29	ENSMUSG00000021265	3.005	2.53	3.12	1.775
Wars	ENSMUSG00000021266	16.21	25.5	30.519	37.922
Meg3	ENSMUSG00000021268	18.87	9.76	10.013	6.404
Hsp90aa1	ENSMUSG00000021270	779.405	452.84	742.5	577.768
Zfp839	ENSMUSG00000021271	1.655	2.1	1.439	1.342
Fdft1	ENSMUSG00000021273	21.955	13.875	16.513	13.68
Cinp	ENSMUSG00000021276	8.04	9.07	13.18	14.366
Traf3	ENSMUSG00000021277	2.995	3.56	3.983	5.801
Cdc42bpb	ENSMUSG00000021279	1.455	1.675	1.702	1.692
Exoc3l4	ENSMUSG00000021280	0.51	1.125	1.189	1.405
Tnfaip2	ENSMUSG00000021281	6.44	9.315	19.55	21.898
Eif5	ENSMUSG00000021282	494.885	456.865	329.9	321.019
Ppp1r13b	ENSMUSG00000021285	7.82	6.42	7.479	8.042
Zfyve21	ENSMUSG00000021286	23.6	22.43	31.415	29.507
Xrcc3	ENSMUSG00000021287	0.75	1.5	3.776	3.993
Klc1	ENSMUSG00000021288	20.92	30.075	32.914	44.749
2010107E04Rik	ENSMUSG00000021290	550.735	674.27	1080.708	1111.81
Gpr132	ENSMUSG00000021298	0.425	0.43	0.613	1.385
Ggps1	ENSMUSG00000021302	38.505	32.115	28.488	26.777
Gng4	ENSMUSG00000021303	1.795	2.44	1.159	0.969
Gpr137b	ENSMUSG00000021306	11.22	32.945	8.288	14.532
Mtr	ENSMUSG00000021311	4.465	4.455	4.912	7.726
Amph	ENSMUSG00000021314	2.975	3.565	1.818	1.146
Gli3	ENSMUSG00000021318	0.825	1.425	3.104	3.25
Sfrp4	ENSMUSG00000021319	23.325	43.67	44.932	58.538
Aoah	ENSMUSG00000021322	0.175	0.975	0.663	1.772
Trim27	ENSMUSG00000021326	13.5	14.53	22.774	31.535
Zkscan3	ENSMUSG00000021327	16.135	13.755	21.975	17.652
Carmil1	ENSMUSG00000021338	2.235	3.125	1.905	2.734
Mrs2	ENSMUSG00000021339	3.9	5.685	5.504	6.294
Gpld1	ENSMUSG00000021340	3.195	2.86	1.682	1.775
Exoc2	ENSMUSG00000021357	13.685	13.565	11.628	13.084
Gcnt2	ENSMUSG00000021360	21.43	28.04	30.656	32.807
Tmem14c	ENSMUSG00000021361	38.35	65.945	100.31	112.214
Nedd9	ENSMUSG00000021365	28.435	26.09	31.802	26.081
Hivep1	ENSMUSG00000021366	2.585	2.555	1.508	1.538
Edn1	ENSMUSG00000021367	5.28	3.945	4.439	3.876
Tbc1d7	ENSMUSG00000021368	5.86	9.795	13.427	15.734
Mcur1	ENSMUSG00000021371	19.76	21.095	14.592	15.521
Cap2	ENSMUSG00000021373	19.66	18.81	20.673	30.16
Nup153	ENSMUSG00000021374	23.975	25.87	13.533	20.38
Kif13a	ENSMUSG00000021375	6.99	8.71	5.098	4.775
Tpmt	ENSMUSG00000021376	15.145	11.44	26.567	20.193
Dek	ENSMUSG00000021377	154.945	122.17	125.584	123.836
Id4	ENSMUSG00000021379	13.895	14.765	5.718	3.866
Susd3	ENSMUSG00000021384	0.03	0.73	2.281	3.35
Ippk	ENSMUSG00000021385	7.615	9.19	9.217	9.6
Aspn	ENSMUSG00000021388	91.735	58.72	276.893	103.49
Ogn	ENSMUSG00000021390	262.685	178.455	309.394	152.794
Cenpp	ENSMUSG00000021391	2.115	12.19	21.369	27.686
Nol8	ENSMUSG00000021392	5.54	4.5	4.389	4.432
Spin1	ENSMUSG00000021395	23.53	21.075	21.136	22.97
Wrnip1	ENSMUSG00000021400	12.305	12.915	15.411	14.719
Ripk1	ENSMUSG00000021408	67.065	50.22	42.784	39.341
Pxdc1	ENSMUSG00000021411	206.0	140.405	96.074	81.262
Prpf4b	ENSMUSG00000021413	19.075	15.485	12.751	11.655
Eci3	ENSMUSG00000021416	1.425	0.0	0.273	0.303
Eci2	ENSMUSG00000021417	55.435	60.025	53.034	60.976
Rpp40	ENSMUSG00000021418	11.04	7.375	7.136	7.832
Fars2	ENSMUSG00000021420	5.165	10.155	14.669	16.8
Ly86	ENSMUSG00000021423	3.435	6.76	39.714	63.496
Ssr1	ENSMUSG00000021427	26.01	27.75	27.333	28.988
Riok1	ENSMUSG00000021428	12.315	10.16	12.368	13.553
Snrnp48	ENSMUSG00000021431	14.525	9.23	12.857	8.312
Slc35b3	ENSMUSG00000021432	12.57	14.985	11.995	13.084
Shc3	ENSMUSG00000021448	0.865	0.31	0.706	0.922
Sema4d	ENSMUSG00000021451	1.075	1.995	1.156	3.39
Gadd45g	ENSMUSG00000021453	145.56	226.315	329.131	257.749
Fbp2	ENSMUSG00000021456	0.36	0.39	0.216	0.14
Syk	ENSMUSG00000021457	0.65	1.79	2.178	5.098
2010111I01Rik	ENSMUSG00000021458	22.925	28.525	30.46	32.384
Auh	ENSMUSG00000021460	20.08	31.32	17.706	18.891
Fancc	ENSMUSG00000021461	10.98	6.58	7.086	6.037
Ror2	ENSMUSG00000021464	1.035	0.605	1.242	1.019
Ptch1	ENSMUSG00000021466	4.09	3.705	1.582	2.051
Sptlc1	ENSMUSG00000021468	12.47	11.99	10.813	14.076
Ercc6l2	ENSMUSG00000021470	20.665	13.24	10.053	11.335
Sfxn1	ENSMUSG00000021474	9.105	12.11	19.797	25.328
Habp4	ENSMUSG00000021476	14.41	16.75	16.38	18.232
Ctsl	ENSMUSG00000021477	259.055	245.875	368.032	435.154
Zfp346	ENSMUSG00000021481	4.22	6.245	10.11	11.295
Aaed1	ENSMUSG00000021482	22.69	20.725	19.204	17.09
Cdk20	ENSMUSG00000021483	2.38	2.305	4.689	6.121
Lman2	ENSMUSG00000021484	22.935	30.005	40.057	46.523
Mxd3	ENSMUSG00000021485	1.195	4.89	6.424	6.923
Prelid1	ENSMUSG00000021486	63.09	114.755	224.049	266.973
Nsd1	ENSMUSG00000021488	6.55	4.745	4.825	4.752
Pdlim7	ENSMUSG00000021493	33.795	82.325	74.306	106.037
Ddx41	ENSMUSG00000021494	10.05	13.09	21.399	28.238
Fam193b	ENSMUSG00000021495	2.11	2.63	2.081	2.208
Pcbd2	ENSMUSG00000021496	18.07	24.68	23.813	19.88
Txndc15	ENSMUSG00000021497	28.215	35.35	37.912	29.427
Ddx46	ENSMUSG00000021500	8.045	6.815	8.981	11.568
Caml	ENSMUSG00000021501	41.05	41.505	53.143	48.072
B4galt7	ENSMUSG00000021504	2.505	2.72	8.465	8.425
Cxcl14	ENSMUSG00000021508	29.775	13.7	19.141	15.221
Zfp729a	ENSMUSG00000021510	1.495	1.755	1.245	1.029
Zfp369	ENSMUSG00000021514	1.11	1.605	1.605	1.295
Ptdss1	ENSMUSG00000021518	28.815	27.995	29.96	31.778
Mterf3	ENSMUSG00000021519	44.49	45.835	43.68	36.86
Uqcrb	ENSMUSG00000021520	1548.33	1803.12	2486.857	1901.683
Fastkd3	ENSMUSG00000021532	5.09	3.4	6.011	7.616
Adcy2	ENSMUSG00000021536	11.01	12.94	7.093	7.299
Cetn3	ENSMUSG00000021537	234.715	218.98	244.199	180.659
Smad5	ENSMUSG00000021540	14.325	14.595	14.199	14.466
Hnrnpk	ENSMUSG00000021546	1880.46	1930.13	2375.276	2371.906
Ccnh	ENSMUSG00000021548	29.06	33.03	38.618	35.604
Rasa1	ENSMUSG00000021549	106.325	124.175	148.318	132.757
2210016F16Rik	ENSMUSG00000021550	9.795	14.015	13.903	16.853
Gkap1	ENSMUSG00000021552	13.32	10.745	9.134	8.318
Naa35	ENSMUSG00000021555	38.205	40.81	50.759	66.067
Golm1	ENSMUSG00000021556	6.075	9.87	9.211	10.826
Agtpbp1	ENSMUSG00000021557	42.045	29.28	26.454	28.089
Dapk1	ENSMUSG00000021559	1.67	1.48	2.448	2.045
Slc6a19	ENSMUSG00000021565	0.23	1.01	0.05	0.17
Nkd2	ENSMUSG00000021567	9.83	31.595	6.78	12.734
Trip13	ENSMUSG00000021569	0.605	2.45	8.318	13.177
Cep72	ENSMUSG00000021572	0.145	1.11	1.608	1.835
Tppp	ENSMUSG00000021573	5.995	2.29	3.839	2.561
Pdcd6	ENSMUSG00000021576	68.545	57.32	80.39	86.433
Sdha	ENSMUSG00000021577	148.325	129.15	180.662	210.666
Ccdc127	ENSMUSG00000021578	20.455	18.87	25.405	27.299
Lrrc14b	ENSMUSG00000021579	0.095	0.435	0.05	0.147
Erap1	ENSMUSG00000021583	15.765	12.94	13.826	14.379
Cast	ENSMUSG00000021585	50.335	60.575	50.906	54.206
Pcsk1	ENSMUSG00000021587	20.24	8.13	10.117	8.392
Rhobtb3	ENSMUSG00000021589	10.47	7.135	9.794	10.779
Glrx	ENSMUSG00000021591	14.175	15.13	18.541	20.939
Arsk	ENSMUSG00000021592	6.955	6.76	6.906	4.452
Srd5a1	ENSMUSG00000021594	1.495	2.64	3.999	3.76
Nsun2	ENSMUSG00000021595	41.76	45.755	65.758	93.603
Mctp1	ENSMUSG00000021596	1.985	2.575	3.11	3.69
Slf1	ENSMUSG00000021597	8.805	6.005	8.328	8.355
Med10	ENSMUSG00000021598	29.41	45.055	58.255	60.306
Ndufs6	ENSMUSG00000021606	98.69	142.93	186.437	217.792
Mrpl36	ENSMUSG00000021607	41.47	51.085	67.063	75.128
Lpcat1	ENSMUSG00000021608	8.095	11.665	6.663	7.436
Clptm1l	ENSMUSG00000021610	49.625	56.46	71.951	82.251
Vcan	ENSMUSG00000021614	5.1	6.165	9.62	8.325
Xrcc4	ENSMUSG00000021615	16.115	20.07	16.067	13.397
Atg10	ENSMUSG00000021619	15.68	14.46	14.426	13.467
Zcchc9	ENSMUSG00000021621	13.41	12.935	15.408	17.729
Ckmt2	ENSMUSG00000021622	1.57	15.72	2.761	2.557
Cd180	ENSMUSG00000021624	0.6	0.46	1.099	1.665
Slc30a5	ENSMUSG00000021629	45.67	36.935	35.285	38.208
Mrps36-ps1	ENSMUSG00000021631	0.72	0.515	1.229	1.315
Rad17	ENSMUSG00000021635	11.525	15.295	14.529	13.626
Marveld2	ENSMUSG00000021636	0.23	0.835	1.508	2.031
Ocln	ENSMUSG00000021638	2.225	1.9	0.579	0.18
Gtf2h2	ENSMUSG00000021639	22.06	20.76	31.948	28.791
Serf1	ENSMUSG00000021643	22.925	35.3	54.016	41.182
Smn1	ENSMUSG00000021645	19.8	22.675	34.519	41.742
Mccc2	ENSMUSG00000021646	7.595	7.965	9.69	10.966
Ptcd2	ENSMUSG00000021650	18.385	19.38	36.007	33.923
Btf3	ENSMUSG00000021660	310.19	306.09	339.737	415.587
Ankra2	ENSMUSG00000021661	6.905	9.7	5.971	7.316
Arhgef28	ENSMUSG00000021662	4.685	3.76	2.171	1.855
Hexb	ENSMUSG00000021665	64.115	60.765	78.375	77.679
Gfm2	ENSMUSG00000021666	7.02	7.62	9.617	9.73
Polk	ENSMUSG00000021668	7.545	5.46	7.999	9.098
Col4a3bp	ENSMUSG00000021669	6.605	7.85	6.993	6.19
Hmgcr	ENSMUSG00000021670	31.645	18.715	18.515	18.059
Poc5	ENSMUSG00000021671	3.97	5.695	4.692	6.174
Iqgap2	ENSMUSG00000021676	11.895	9.695	4.955	4.645
F2rl1	ENSMUSG00000021678	0.93	0.585	1.715	1.009
Aggf1	ENSMUSG00000021681	13.655	14.975	14.962	15.478
Pde8b	ENSMUSG00000021684	3.26	2.095	2.304	2.624
Ap3b1	ENSMUSG00000021686	18.255	18.215	17.772	19.78
Scamp1	ENSMUSG00000021687	19.185	18.6	16.793	15.012
Jmy	ENSMUSG00000021690	5.17	3.14	2.188	2.458
Dimt1	ENSMUSG00000021692	11.01	9.93	9.624	11.439
Kif2a	ENSMUSG00000021693	5.19	6.87	3.134	4.229
Ercc8	ENSMUSG00000021694	6.23	3.82	5.861	6.254
Elovl7	ENSMUSG00000021696	2.875	1.23	0.896	0.713
Depdc1b	ENSMUSG00000021697	0.505	0.325	1.469	2.211
Pde4d	ENSMUSG00000021699	15.845	17.105	8.585	9.564
Plk2	ENSMUSG00000021701	139.455	147.805	161.578	153.57
Thbs4	ENSMUSG00000021702	321.97	425.57	1351.078	1053.206
Serinc5	ENSMUSG00000021703	39.435	105.92	20.673	38.718
Zfyve16	ENSMUSG00000021706	7.16	7.275	6.647	7.126
Dhfr	ENSMUSG00000021707	2.035	2.595	5.318	6.74
Rasgrf2	ENSMUSG00000021708	6.97	3.84	3.583	3.117
Erbin	ENSMUSG00000021709	32.73	36.41	20.723	17.989
Nln	ENSMUSG00000021710	3.8	5.135	8.811	11.489
Trappc13	ENSMUSG00000021711	27.46	30.59	38.984	39.071
Trim23	ENSMUSG00000021712	9.495	14.705	11.545	11.595
Ppwd1	ENSMUSG00000021713	4.055	2.47	3.556	3.969
Cenpk	ENSMUSG00000021714	2.25	11.665	21.192	22.947
Cwc27	ENSMUSG00000021715	33.045	25.065	25.718	29.394
Srek1ip1	ENSMUSG00000021716	2.955	1.795	2.274	2.89
Rgs7bp	ENSMUSG00000021719	2.55	1.885	1.255	1.039
Rnf180	ENSMUSG00000021720	1.18	0.975	1.911	1.745
Parp8	ENSMUSG00000021725	4.155	3.42	5.191	5.181
Emb	ENSMUSG00000021728	23.16	48.94	50.007	46.57
Hcn1	ENSMUSG00000021730	1.86	3.62	0.266	0.656
Mrps30	ENSMUSG00000021731	30.655	35.345	47.885	54.998
Slc4a7	ENSMUSG00000021733	11.345	8.45	7.206	9.231
Psmd6	ENSMUSG00000021737	146.71	174.65	221.562	273.333
Atxn7	ENSMUSG00000021738	3.395	2.855	1.449	1.841
Gm5457	ENSMUSG00000021741	4.05	4.64	7.026	7.912
Ptprg	ENSMUSG00000021745	22.975	17.37	14.432	14.466
Pdhb	ENSMUSG00000021748	92.375	122.685	175.101	201.618
Oit1	ENSMUSG00000021749	2.18	0.0	0.0	0.0
Fam107a	ENSMUSG00000021750	4.525	1.24	0.879	0.669
Kctd6	ENSMUSG00000021752	8.805	6.64	8.402	6.637
Map3k1	ENSMUSG00000021754	6.735	3.525	3.443	3.713
Il6st	ENSMUSG00000021756	153.055	135.33	65.015	68.794
Plpp1	ENSMUSG00000021759	126.97	131.39	209.85	179.594
Gpx8	ENSMUSG00000021760	109.345	110.65	186.32	144.069
BC067074	ENSMUSG00000021763	1.07	0.785	0.889	0.942
Ndufs4	ENSMUSG00000021764	62.27	80.52	105.887	109.074
Fst	ENSMUSG00000021765	3.285	3.635	6.474	7.103
Kat6b	ENSMUSG00000021767	12.335	5.75	7.289	5.145
Dusp13	ENSMUSG00000021768	0.26	12.735	1.329	4.219
Samd8	ENSMUSG00000021770	10.415	11.91	12.771	14.103
Vdac2	ENSMUSG00000021771	166.63	170.16	240.203	291.295
Nkiras1	ENSMUSG00000021772	11.08	10.21	13.337	11.052
Comtd1	ENSMUSG00000021773	7.19	6.215	16.234	22.814
Ube2e1	ENSMUSG00000021774	50.42	51.87	43.623	41.632
Nr1d2	ENSMUSG00000021775	46.645	39.295	25.561	27.536
Thrb	ENSMUSG00000021779	0.53	0.845	0.603	0.583
Dlg5	ENSMUSG00000021782	2.09	2.3	1.861	2.354
Ngly1	ENSMUSG00000021785	29.98	25.25	26.104	24.352
Oxsm	ENSMUSG00000021786	1.115	0.405	1.469	1.399
Fam213a	ENSMUSG00000021792	17.355	14.165	6.427	5.218
Glud1	ENSMUSG00000021794	74.96	56.94	62.581	67.103
Bmpr1a	ENSMUSG00000021796	40.315	43.115	31.592	34.229
Ldb3	ENSMUSG00000021798	5.03	23.255	6.137	14.249
Nid2	ENSMUSG00000021806	15.22	27.085	17.396	18.795
2700060E02Rik	ENSMUSG00000021807	150.27	284.43	262.594	279.007
Nudt13	ENSMUSG00000021809	1.685	2.78	2.041	2.178
Ecd	ENSMUSG00000021810	11.685	12.74	18.755	22.517
Dnajc9	ENSMUSG00000021811	28.805	49.14	100.013	121.798
Anxa7	ENSMUSG00000021814	31.115	57.095	42.694	47.955
Mss51	ENSMUSG00000021815	1.07	2.095	1.309	1.076
Ppp3cb	ENSMUSG00000021816	8.35	6.025	10.749	7.975
Zswim8	ENSMUSG00000021819	2.155	2.945	2.651	3.027
Camk2g	ENSMUSG00000021820	2.26	1.74	1.682	2.601
Plau	ENSMUSG00000021822	2.66	3.495	5.598	4.702
Vcl	ENSMUSG00000021823	54.355	56.93	51.026	61.732
Ap3m1	ENSMUSG00000021824	74.59	74.755	98.991	94.073
Txndc16	ENSMUSG00000021830	35.65	59.98	23.064	25.594
Ero1l	ENSMUSG00000021831	20.205	20.465	18.821	21.748
Psmc6	ENSMUSG00000021832	114.0	138.655	179.057	189.693
Bmp4	ENSMUSG00000021835	13.715	26.085	13.004	11.712
Samd4	ENSMUSG00000021838	3.21	4.125	3.217	3.49
Mapk1ip1l	ENSMUSG00000021840	14.95	14.27	16.983	22.9
Ktn1	ENSMUSG00000021843	67.54	54.57	57.646	53.51
Peli2	ENSMUSG00000021846	6.495	7.41	2.308	2.757
Anxa11	ENSMUSG00000021866	9.795	11.13	11.695	17.476
Tmem254b	ENSMUSG00000021867	22.42	13.34	25.494	25.511
Ppif	ENSMUSG00000021868	2.595	4.04	9.451	13.407
Slmap	ENSMUSG00000021870	52.055	43.115	21.898	26.057
Pnp	ENSMUSG00000021871	77.97	80.31	62.514	58.814
Rnase4	ENSMUSG00000021876	58.02	81.93	134.112	90.153
Arf4	ENSMUSG00000021877	1061.705	953.825	858.94	648.784
Rnase6	ENSMUSG00000021880	0.67	0.385	1.099	1.322
Hacl1	ENSMUSG00000021884	4.37	4.29	5.378	4.832
Gpr65	ENSMUSG00000021886	0.645	2.465	3.064	7.413
Eaf1	ENSMUSG00000021890	12.535	12.78	19.291	27.875
Mettl6	ENSMUSG00000021891	15.81	14.01	14.908	18.392
Sh3bp5	ENSMUSG00000021892	27.25	34.025	25.894	24.952
Capn7	ENSMUSG00000021893	43.465	44.08	49.903	46.613
Arhgef3	ENSMUSG00000021895	17.69	16.965	18.705	18.981
Asb14	ENSMUSG00000021898	0.205	1.395	0.646	0.623
Btd	ENSMUSG00000021900	10.565	15.985	15.241	13.17
Bap1	ENSMUSG00000021901	15.755	19.375	23.61	31.182
Phf7	ENSMUSG00000021902	4.1	3.815	3.26	4.449
Galnt15	ENSMUSG00000021903	3.25	3.655	2.401	3.11
Sema3g	ENSMUSG00000021904	2.355	3.86	1.762	2.684
Dph3	ENSMUSG00000021905	72.39	81.425	62.757	66.057
Oxnad1	ENSMUSG00000021906	20.47	17.7	23.956	25.288
Gm6768	ENSMUSG00000021908	1.765	2.74	2.125	2.711
Nisch	ENSMUSG00000021910	47.42	65.115	68.415	79.381
Parg	ENSMUSG00000021911	24.815	18.0	21.858	24.842
Glt8d1	ENSMUSG00000021916	43.515	64.725	52.011	47.612
Spcs1	ENSMUSG00000021917	344.35	439.92	431.485	411.811
Nek4	ENSMUSG00000021918	3.45	2.77	3.147	4.366
Itih4	ENSMUSG00000021922	0.685	2.495	0.649	0.999
Ebpl	ENSMUSG00000021928	7.86	6.65	7.626	7.379
Kpna3	ENSMUSG00000021929	25.175	25.19	37.912	43.783
Spryd7	ENSMUSG00000021930	17.505	14.71	14.539	15.791
Rnaseh2b	ENSMUSG00000021932	13.785	20.285	26.077	32.384
Mapk8	ENSMUSG00000021936	5.09	4.925	4.419	3.823
Pspc1	ENSMUSG00000021938	16.1	19.93	16.703	19.201
Ctsb	ENSMUSG00000021939	149.275	269.085	344.292	501.455
Gdf10	ENSMUSG00000021943	0.995	1.48	2.131	2.251
Zmym2	ENSMUSG00000021945	19.415	16.73	18.305	18.658
Cryl1	ENSMUSG00000021947	18.115	8.565	9.347	5.604
Prkcd	ENSMUSG00000021948	12.855	12.335	13.79	16.77
Anxa8	ENSMUSG00000021950	1.08	0.965	2.444	1.489
Eef1akmt1	ENSMUSG00000021951	20.245	28.495	46.886	50.619
Xpo4	ENSMUSG00000021952	8.79	8.595	9.52	11.419
Tdh	ENSMUSG00000021953	0.49	0.255	1.548	0.606
Tkt	ENSMUSG00000021957	12.635	18.02	16.547	19.95
Pinx1	ENSMUSG00000021958	4.42	3.77	6.19	7.522
Lats2	ENSMUSG00000021959	26.43	30.29	30.486	15.171
Dcp1a	ENSMUSG00000021962	4.6	4.235	3.407	4.499
Sap18	ENSMUSG00000021963	148.63	85.155	88.112	99.777
Ska3	ENSMUSG00000021965	0.95	3.89	8.215	9.737
Mrpl57	ENSMUSG00000021967	9.63	10.64	16.703	18.019
Zdhhc20	ENSMUSG00000021969	18.885	18.37	19.261	19.554
Hmbox1	ENSMUSG00000021972	6.15	3.64	3.793	4.079
Micu2	ENSMUSG00000021973	33.49	35.335	38.868	43.393
Fgf9	ENSMUSG00000021974	2.855	3.535	4.938	1.915
Ints9	ENSMUSG00000021975	5.375	4.765	8.059	9.51
Extl3	ENSMUSG00000021978	2.54	4.635	3.816	4.868
Cab39l	ENSMUSG00000021981	38.465	37.915	29.953	26.717
Cdadc1	ENSMUSG00000021982	32.615	23.455	18.798	16.92
Atp8a2	ENSMUSG00000021983	1.16	0.365	0.256	0.49
Mtmr6	ENSMUSG00000021987	25.96	32.835	29.058	30.666
Spata13	ENSMUSG00000021990	13.62	17.395	5.231	7.776
Cacna2d3	ENSMUSG00000021991	0.9	0.43	0.047	0.107
Mipep	ENSMUSG00000021993	10.505	8.895	13.55	14.665
Wnt5a	ENSMUSG00000021994	0.73	0.435	0.906	0.509
Esd	ENSMUSG00000021996	153.36	251.97	346.506	470.159
Lcp1	ENSMUSG00000021998	8.76	10.925	28.222	48.318
Zc3h13	ENSMUSG00000022000	6.525	6.125	5.911	5.957
Slc25a30	ENSMUSG00000022003	2.815	4.465	3.68	4.479
Gpalpp1	ENSMUSG00000022008	5.735	7.69	5.408	6.054
Nufip1	ENSMUSG00000022009	10.57	8.48	14.179	14.319
Tsc22d1	ENSMUSG00000022010	289.06	207.325	242.78	223.903
Enox1	ENSMUSG00000022012	0.535	2.105	3.526	4.256
